Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Monday, Jul 29",BOS,Home,SEA,,,,,,,,,,,,,,,,
"Tuesday, Jul 30",BOS,Home,SEA,,,,,,,,,,,,,,,,
"Wednesday, Jul 31",BOS,Home,SEA,,,,,,,,,,,,,,,,
"Friday, Aug 2",BOS,@,TEX,,,,,,,,,,,,,,,,
"Saturday, Aug 3",BOS,@,TEX,,,,,,,,,,,,,,,,
"Sunday, Aug 4",BOS,@,TEX,,,,,,,,,,,,,,,,
"Monday, Aug 5",BOS,@,KCR,,,,,,,,,,,,,,,,
"Tuesday, Aug 6",BOS,@,KCR,,,,,,,,,,,,,,,,
"Wednesday, Aug 7",BOS,@,KCR,,,,,,,,,,,,,,,,
"Friday, Aug 9",BOS,Home,HOU,,,,,,,,,,,,,,,,
"Saturday, Aug 10",BOS,Home,HOU,,,,,,,,,,,,,,,,
"Sunday, Aug 11",BOS,Home,HOU,,,,,,,,,,,,,,,,
"Monday, Aug 12",BOS,Home,TEX,,,,,,,,,,,,,,,,
"Tuesday, Aug 13",BOS,Home,TEX,,,,,,,,,,,,,,,,
"Wednesday, Aug 14",BOS,Home,TEX,,,,,,,,,,,,,,,,
"Thursday, Aug 15",BOS,@,BAL,,,,,,,,,,,,,,,,
"Friday, Aug 16",BOS,@,BAL,,,,,,,,,,,,,,,,
"Saturday, Aug 17",BOS,@,BAL,,,,,,,,,,,,,,,,
"Sunday, Aug 18",BOS,@,BAL,,,,,,,,,,,,,,,,
"Monday, Aug 19",BOS,@,HOU,,,,,,,,,,,,,,,,
"Tuesday, Aug 20",BOS,@,HOU,,,,,,,,,,,,,,,,
"Wednesday, Aug 21",BOS,@,HOU,,,,,,,,,,,,,,,,
"Friday, Aug 23",BOS,Home,ARI,,,,,,,,,,,,,,,,
"Saturday, Aug 24",BOS,Home,ARI,,,,,,,,,,,,,,,,
"Sunday, Aug 25",BOS,Home,ARI,,,,,,,,,,,,,,,,
"Monday, Aug 26",BOS,Home,TOR,,,,,,,,,,,,,,,,
"Tuesday, Aug 27",BOS,Home,TOR,,,,,,,,,,,,,,,,
"Wednesday, Aug 28",BOS,Home,TOR,,,,,,,,,,,,,,,,
"Thursday, Aug 29",BOS,Home,TOR,,,,,,,,,,,,,,,,
"Friday, Aug 30",BOS,@,DET,,,,,,,,,,,,,,,,
"Saturday, Aug 31",BOS,@,DET,,,,,,,,,,,,,,,,
"Sunday, Sep 1",BOS,@,DET,,,,,,,,,,,,,,,,
"Monday, Sep 2",BOS,@,NYM,,,,,,,,,,,,,,,,
"Tuesday, Sep 3",BOS,@,NYM,,,,,,,,,,,,,,,,
"Wednesday, Sep 4",BOS,@,NYM,,,,,,,,,,,,,,,,
"Friday, Sep 6",BOS,Home,CHW,,,,,,,,,,,,,,,,
"Saturday, Sep 7",BOS,Home,CHW,,,,,,,,,,,,,,,,
"Sunday, Sep 8",BOS,Home,CHW,,,,,,,,,,,,,,,,
"Monday, Sep 9",BOS,Home,BAL,,,,,,,,,,,,,,,,
"Tuesday, Sep 10",BOS,Home,BAL,,,,,,,,,,,,,,,,
"Wednesday, Sep 11",BOS,Home,BAL,,,,,,,,,,,,,,,,
"Thursday, Sep 12",BOS,@,NYY,,,,,,,,,,,,,,,,
"Friday, Sep 13",BOS,@,NYY,,,,,,,,,,,,,,,,
"Saturday, Sep 14",BOS,@,NYY,,,,,,,,,,,,,,,,
"Sunday, Sep 15",BOS,@,NYY,,,,,,,,,,,,,,,,
"Tuesday, Sep 17",BOS,@,TBR,,,,,,,,,,,,,,,,
"Wednesday, Sep 18",BOS,@,TBR,,,,,,,,,,,,,,,,
"Thursday, Sep 19",BOS,@,TBR,,,,,,,,,,,,,,,,
"Friday, Sep 20",BOS,Home,MIN,,,,,,,,,,,,,,,,
"Saturday, Sep 21",BOS,Home,MIN,,,,,,,,,,,,,,,,
"Sunday, Sep 22",BOS,Home,MIN,,,,,,,,,,,,,,,,
"Monday, Sep 23",BOS,@,TOR,,,,,,,,,,,,,,,,
"Tuesday, Sep 24",BOS,@,TOR,,,,,,,,,,,,,,,,
"Wednesday, Sep 25",BOS,@,TOR,,,,,,,,,,,,,,,,
"Friday, Sep 27",BOS,Home,TBR,,,,,,,,,,,,,,,,
"Saturday, Sep 28",BOS,Home,TBR,,,,,,,,,,,,,,,,
"Sunday, Sep 29",BOS,Home,TBR,,,,,,,,,,,,,,,,
